ID,snippet1,snippet2,harder,reason,docID1,docID2,_golden
342,"That there have been drawn from the Treasury, in paying the public debt and sustaining the Government in all its operations and disbursements, since March 4th, 1817, $157,199,380.96, the accounts for which have been settled to the amount of $137,501,451.12, leaving a balance unsettled of $19,697,929.84.  For precise details respecting each of these balances I refer to the report of the Comptroller and the documents which accompany it.  From this view it appears that our commercial differences with France and Great Britain have been placed in a train of amicable arrangement on conditions fair and honorable in both instances to each party; that our finances are in a very productive state, our revenue being at present fully competent to all the demands upon it; that our military force is well organized in all its branches and capable of rendering the most important service in case of emergency that its number will admit of; that due progress has been made, under existing appropriations, in the construction of fortifications and in the operations of the Ordnance Department; that due progress has in like manner been made in the construction of ships of war; that our Navy is in the best condition, felt and respected in every sea in which it is employed for the protection of our commerce; that our manufactures have augmented in amount and improved in quality; that great progress has been made in the settlement of accounts and in the recovery of the balances due by individuals, and that the utmost economy is secured and observed in every Department of the Administration.","These are objects of the deepest interest to society, affecting all that is precious in the existence of multitudes of persons, many of them in the classes essentially dependent and helpless, of the age requiring nurture, and of the sex entitled to protection from the free agency of the parent and the husband.  The organization of the militia is yet more indispensable to the liberties of the country.  It is only by an effective militia that we can at once enjoy the repose of peace and bid defiance to foreign aggression; it is by the militia that we are constituted an armed nation, standing in perpetual panoply of defense in the presence of all the other nations of the earth.",,,34,37,
343,Surely if they had the right to appropriate money to make the road they have a right to appropriate it to preserve the road from ruin.  From the exercise of this power no danger is to be apprehended.  Under our happy system the people are the sole and exclusive fountain of power.,"Connected with the establishment of an university, or separate from it, might be undertaken the erection of an astronomical observatory, with provision for the support of an astronomer, to be in constant attendance of observation upon the phenomena of the heavens, and for the periodical publication of his observances.  It is with no feeling of pride as an American that the remark may be made that on the comparatively small territorial surface of Europe there are existing upward of 130 of these light-houses of the skies, while throughout the whole American hemisphere there is not one.  If we reflect a moment upon the discoveries which in the last four centuries have been made in the physical constitution of the universe by the means of these buildings and of observers stationed in them, shall we doubt of their usefulness to every nation?",,,34,37,
344,"It appearing that so much of the act entitled ""An act regulating the staff of the Army"", which passed on April 14, 1818, as relates to the commissariat will expire in April next, and the practical operation of that department having evinced its great utility, the propriety of its renewal is submitted to your consideration.  The view which has been taken of the probable productiveness of the lead mines, connected with the importance of the material to the public defense, makes it expedient that they should be managed with peculiar care.  It is therefore suggested whether it will not comport with the public interest to provide by law for the appointment of an agent skilled in mineralogy to superintend them, under the direction of the proper department.","It hence appears that under judicious management the income from this establishment may be relied on as fully adequate to defray its expenses, and that by the discontinuance of post roads altogether unproductive, others of more useful character may be opened, 'til the circulation of the mail shall keep pace with the spread of our population, and the comforts of friendly correspondence, the exchanges of internal traffic, and the lights of the periodical press shall be distributed to the remotest corners of the Union, at a charge scarcely perceptible to any individual, and without the cost of a dollar to the public Treasury.  Upon this first occasion of addressing the Legislature of the Union, with which I have been honored, in presenting to their view the execution so far as it has been effected of the measures sanctioned by them for promoting the internal improvement of our country, I can not close the communication without recommending to their calm and persevering consideration the general principle in a more enlarged extent.  The great object of the institution of civil government is the improvement of the condition of those who are parties to the social compact, and no government, in what ever form constituted, can accomplish the lawful ends of its institution but in proportion as it improves the condition of those over whom it is established.",,,34,37,
345,"A doubt was entertained whether the act of Congress applied to the British colonies on this continent as well as to those in the West Indies, but as the act of Parliament opened the intercourse equally with both, and it was the manifest intention of Congress, as well as the obvious policy of the United States, that the provisions of the act of Parliament should be met in equal extent on the part of the United States, and as also the act of Congress was supposed to vest in the President some discretion in the execution of it, I thought it advisable to give it a corresponding construction.  Should the constitutional sanction of the Senate be given to the ratification of the convention with France, legislative provisions will be necessary to carry it fully into effect, as it likewise will be to continue in force, on such conditions as may be deemed just and proper, the intercourse which has been opened between the United States and the British colonies.  Every light in the possession of the Executive will in due time be communicated on both subjects.","There are large amounts of similar claims upon the Netherlands, Naples, and Denmark.  For those upon Spain prior to 1819 indemnity was, after many years of patient forbearance, obtained; and those upon Sweden have been lately compromised by a private settlement, in which the claimants themselves have acquiesced.  The Governments of Denmark and of Naples have been recently reminded of those yet existing against them, nor will any of them be forgotten while a hope may be indulged of obtaining justice by the means within the constitutional power of the Executive, and without resorting to those means of self-redress which, as well as the time, circumstances, and occasion which may require them, are within the exclusive competency of the Legislature.",,,34,37,
346,"Under this impression I recommend a review of the tariff for the purpose of affording such additional protection to those articles which we are prepared to manufacture, or which are more immediately connected with the defense and independence of the country.  The actual state of the public accounts furnishes additional evidence of the efficiency of the present system of accountability in relation to the public expenditure.  Of the moneys drawn from the Treasury since March 4th, 1817, the sum remaining unaccounted for on the 30th of September last is more than $1.5 millions less than on the 30th of September preceding; and during the same period a reduction of nearly $1 million has been made in the amount of the unsettled accounts for moneys advanced previously to March 4th, 1817.","Under the appropriation to authorize treaties with the Creeks and Quaupaw Indians commissioners have been appointed and negotiations are now pending, but the result is not yet known.  For more full information respecting the principle which has been adopted for carrying into effect the act of Congress authorizing surveys, with plans and estimates for canals and roads, and on every other branch of duty incident to the Department of War, I refer you to the report of the Secretary.  The squadron in the Mediterranean has been maintained in the extent which was proposed in the report of the Secretary of the Navy of the last year, and has afforded to our commerce the necessary protection in that sea.",,,35,36,
347,"Should this proposal be acceded to, it is not doubted that this odious and criminal practice will be promptly and entirely suppressed.  It is earnestly hoped that it will be acceded to, from the firm belief that it is the most effectual expedient that can be adopted for the purpose.  At the commencement of the recent war between France and Spain it was declared by the French Government that it would grant no commissions to privateers, and that neither the commerce of Spain herself nor of neutral nations should be molested by the naval force of France, except in the breach of a lawful blockade.","Under these impressions I invite your attention to the subject, with a view that, regarding his very important services, losses, and sacrifices, a provision may be made and tendered to him which shall correspond with the sentiments and be worthy the character of the American people.  In turning our attention to the condition of the civilized world, in which the United States have always taken a deep interest, it is gratifying to see how large a portion of it is blessed with peace.  The only wars which now exist within that limit are those between Turkey and Greece, in Europe, and between Spain and the new Governments, our neighbors, in this hemisphere.",,,35,36,
348,"They have not yet reported the result of their labors, but it is believed that they will be prepared to do it at an early part of the session of Congress.  During the month of June last General Ashley and his party, who were trading under a license from the Government, were attacked by the Ricarees while peaceably trading with the Indians at their request.  Several of the party were killed and wounded and their property taken or destroyed.","But to carry this object fully into effect will require the aid of Congress, to obtain which the subject is now submitted to your consideration.  Of the progress which has been made in the construction of fortifications for the permanent defense of our maritime frontier, according to the plan decided on and to the extent of the existing appropriations, the report of the Secretary of War, which is herewith communicated, will give a detailed account.  Their final completion can not fail to give great additional security to that frontier, and to diminish proportionably the expense of defending it in the event of war.",,,35,36,
349,"It is believed that their quality is now such as to admit of but little improvement.  The completion of the fortifications renders it necessary that there should be a suitable appropriation for the purpose of fabricating the cannon and carriages necessary for those works.  Under the appropriation of $5,000 for exploring the Western waters for the location of a site for a Western armory, a commission was constituted, consisting of Colonel McRee, Colonel Lee, and Captain Talcott, who have been engaged in exploring the country.","An organization of the Supreme Court which assigns the judges any portion of the duties which belong to the inferior, requiring their passage over so vast a space under any distribution of the States that may now be made, if not impracticable in the execution, must render it impossible for them to discharge the duties of either branch with advantage to the Union.  The duties of the Supreme Court would be of great importance if its decisions were confined to the ordinary limits of other tribunals, but when it is considered that this court decides, and in the last resort, on all the great questions which arise under our Constitution, involving those between the United States individually, between the States and the United States, and between the latter and foreign powers, too high an estimate of their importance can not be formed.  The great interests of the nation seem to require that the judges of the Supreme Court should be exempted from every other duty than those which are incident to that high trust.",,,35,36,
350,"Under this impression I recommend a review of the tariff for the purpose of affording such additional protection to those articles which we are prepared to manufacture, or which are more immediately connected with the defense and independence of the country.  The actual state of the public accounts furnishes additional evidence of the efficiency of the present system of accountability in relation to the public expenditure.  Of the moneys drawn from the Treasury since March 4th, 1817, the sum remaining unaccounted for on the 30th of September last is more than $1.5 millions less than on the 30th of September preceding; and during the same period a reduction of nearly $1 million has been made in the amount of the unsettled accounts for moneys advanced previously to March 4th, 1817.","The organization of the inferior courts would of course be adapted to circumstances.  It is presumed that such an one might be formed as would secure an able and faithful discharge of their duties, and without any material augmentation of expense.  The condition of the aborigines within our limits, and especially those who are within the limits of any of the States, merits likewise particular attention.",,,35,36,
351,"The reasons upon which that recommendation was founded subsist in all their force and have acquired additional urgency since that time.  The Military Academy at West Point will furnish from the cadets there officers well qualified for carrying this measure into effect.  The Board of Engineers for Internal Improvement, appointed for carrying into execution the act of Congress of April 30th, 1824, ""to procure the necessary surveys, plans, and estimates on the subject of roads and canals"", have been actively engaged in that service from the close of the last session of Congress.","It is believed that their quality is now such as to admit of but little improvement.  The completion of the fortifications renders it necessary that there should be a suitable appropriation for the purpose of fabricating the cannon and carriages necessary for those works.  Under the appropriation of $5,000 for exploring the Western waters for the location of a site for a Western armory, a commission was constituted, consisting of Colonel McRee, Colonel Lee, and Captain Talcott, who have been engaged in exploring the country.",,,37,35,
352,"While foreign nations less blessed with that freedom which is power than ourselves are advancing with gigantic strides in the career of public improvement, were we to slumber in indolence or fold up our arms and proclaim to the world that we are palsied by the will of our constituents, would it not be to cast away the bounties of Providence and doom ourselves to perpetual inferiority?  In the course of the year now drawing to its close we have beheld, under the auspices and at the expense of one State of this Union, a new university unfolding its portals to the sons of science and holding up the torch of human improvement to eyes that seek the light.  We have seen under the persevering and enlightened enterprise of another State the waters of our Western lakes mingle with those of the ocean.","That it has eminently augmented our resources and added to our strength and respectability as a power is admitted by all, but it is not in these important circumstances only that this happy effect is felt.  It is manifest that by enlarging the basis of our system and increasing the number of States the system itself has been greatly strengthened in both its branches.  Consolidation and disunion have thereby been rendered equally impracticable.",,,37,35,
353,"The removal of discriminating duties of tonnage and of impost is limited to articles of the growth, produce, or manufacture of the country to which the vessel belongs or to such articles as are most usually first shipped from her ports.  It will deserve the serious consideration of Congress whether even this remnant of restriction may not be safely abandoned, and whether the general tender of equal competition made in the act of January 8th, 1824, maynot be extended to include all articles of merchandise not prohibited, of what country so ever they may be the produce or manufacture.  Propositions of this effect have already been made to us by more than one European Government, and it is probable that if once established by legislation or compact with any distinguished maritime state it would recommend itself by the experience of its advantages to the general accession of all.","Although no power has declared in their favor, yet none according to our information, has taken part against them.  Their cause and their name have protected them from dangers which might ere this have overwhelmed any other people.  The ordinary calculations of interest and of acquisition with a view to aggrandizement, which mingles so much in the transactions of nations, seem to have had no effect in regard to them.",,,37,35,
354,"And while scarcely a year passes over our heads without bringing some new astronomical discovery to light, which we must fain receive at second hand from Europe, are we not cutting ourselves off from the means of returning light for light while we have neither observatory nor observer upon our half of the globe and the earth revolves in perpetual darkness to our unsearching eyes?  When, on October 25th, 1791, the first President of the United States announced to Congress the result of the first enumeration of the inhabitants of this Union, he informed them that the returns gave the pleasing assurance that the population of the United States bordered on 4,000,000 persons.  At the distance of 30 years from that time the last enumeration, five years since completed, presented a population bordering on 10,000,000.","The usual force has been maintained in the Mediterranean Sea, the Pacific Ocean, and along the Atlantic coast, and has afforded the necessary protection to our commerce in those seas.  In the West Indies and the Gulf of Mexico our naval force has been augmented by the addition of several small vessels provided for by the ""act authorizing an additional naval force for the suppression of piracy"", passed by Congress at their last session.  That armament has been eminently successful in the accomplishment of its object.",,,37,35,
355,"The continuation of the Cumberland road, the most important of them all, after surmounting no inconsiderable difficulty in fixing upon the direction of the road, has commenced under the most promising of auspices, with the improvements of recent invention in the mode of construction, and with advantage of a great reduction in the comparative cost of the work.  The operation of the laws relating to the Revolutionary pensioners may deserve the renewed consideration of Congress.  The act of March 18th, 1818, while it made provision for many meritorious and indigent citizens who had served in the War of Independence, opened a door to numerous abuses and impositions.","It being manifest, however, that it would be difficult, if not impossible, for any power to perform that office without great delay and much inconvenience to itself, a proposal has been made by this Government, and acceded to by that of Great Britain, to endeavor to establish that boundary by amicable negotiation.  It appearing from long experience that no satisfactory arrangement could be formed of the commercial intercourse between the United States and the British colonies in this hemisphere by legislative acts while each party pursued its own course without agreement or concert with the other, a proposal has been made to the British Government to regulate this commerce by treaty, as it has been to arrange in like manner the just claim of the citizens of the United States inhabiting the States and Territories bordering on the lakes and rivers which empty into the St.  Lawrence to the navigation of that river to the ocean.",,,37,35,
356,"The report of the Secretary of War shews the progress made during the three first quarters of the present year by the application of the fund appropriated for arming the militia.  Much difficulty is found in distributing the arms according to the act of Congress providing for it from the failure of the proper departments in many of the States to make regular returns.  The act of May 12, 1820 provides that the system of tactics and regulations of the various corps of the Regular Army shall be extended to the militia.","It was scarcely one short year after the close of the late war, and when the burden of its expenses and charges was weighing heaviest upon the country, that Congress, by the act of April 29th, 1816, appropriated $1,000,000 annually for eight years to the gradual increase of the Navy.  At a subsequent period this annual appropriation was reduced to $500,000 for six years, of which the present year is the last.  A yet more recent appropriation the last two years, for building ten sloops of war, has nearly restored the original appropriation of 1816 of $1,000,000 for every year.",,,35,38,
357,"It is submitted whether a more efficient and equally economical organization of it might not in several respects be effected.  It is supposed that higher grades than now exist by law would be useful.  They would afford well-merited rewards to those who have long and faithfully served their country, present the best incentives to good conduct, and the best means of insuring a proper discipline; destroy the inequality in that respect between military and naval services, and relieve our officers from many inconveniences and mortifications which occur when our vessels meet those of other nations, ours being the only service in which such grades do not exist.","With this view the Government of the United States had determined to sacrifice something of that entire reciprocity which in all commercial arrangements with foreign powers they are entitled to demand, and to acquiesce in some inequalities disadvantageous to ourselves rather than to forego the benefit of a final and permanent adjustment of this interest to the satisfaction of Great Britain herself.  The negotiation, repeatedly suspended by accidental circumstances, was, however, by mutual agreement and express assent, considered as pending and to be speedily resumed.  In the mean time another act of Parliament, so doubtful and ambiguous in its import as to have been misunderstood by the officers in the colonies who were to carry it into execution, opens again certain colonial ports upon new conditions and terms, with a threat to close them against any nation which may not accept those terms as prescribed by the British Government.",,,35,38,
358,"It is believed that their quality is now such as to admit of but little improvement.  The completion of the fortifications renders it necessary that there should be a suitable appropriation for the purpose of fabricating the cannon and carriages necessary for those works.  Under the appropriation of $5,000 for exploring the Western waters for the location of a site for a Western armory, a commission was constituted, consisting of Colonel McRee, Colonel Lee, and Captain Talcott, who have been engaged in exploring the country.",The time which they had allotted for the accomplishment of the work has more than elapsed.  It remains for your consideration how their successors may contribute their portion of toil and of treasure for the benefit of the succeeding age in the gradual increase of our Navy.  There is perhaps no part of the exercise of the constitutional powers of the Federal Government which has given more general satisfaction to the people of the Union than this.,,,35,38,
359,"Fellow-Citizens of the Senate and House of Representatives:  Many important subjects will claim your attention during the present session, of which I shall endeavor to give, in aid of your deliberations, a just idea in this communication.  I undertake this duty with diffidence, from the vast extent of the interests on which I have to treat and of their great importance to every portion of our Union.","With regard to the collection of the revenue of imposts, certain occurrences have within the last year been disclosed in one or two of our principal ports, which engaged the attention of Congress at their last session and may hereafter require further consideration.  Until within a very few years the execution of the laws for raising the revenue, like that of all our other laws, has been insured more by the moral sense of the community than by the rigors of a jealous precaution or by penal sanction.  Confiding in the exemplary punctuality and unsullied integrity of our importing merchants, a gradual relaxation from the provisions of the collection laws, a close adherence to which have caused inconvenience and expense to them, had long become habitual, and indulgences had been extended universally because they had never been abused.",,,35,38,
360,"That officer, professing his own want of authority to make satisfaction for our just complaints, answered only by a reference of them to the Government of Spain.  The minister of the United States to that court was specially instructed to urge the necessity of immediate and effectual interposition of that Government, directing restitution and indemnity for wrongs already committed and interdicting the repetition of them.  The minister, as has been seen, was debarred access to the Spanish Government, and in the mean time several new cases of flagrant outrage have occurred, and citizens of the United States in the island of Porto Rico have suffered, and others been threatened with assassination for asserting their unquestionable rights even before the lawful tribunals of the country.","With this view the Government of the United States had determined to sacrifice something of that entire reciprocity which in all commercial arrangements with foreign powers they are entitled to demand, and to acquiesce in some inequalities disadvantageous to ourselves rather than to forego the benefit of a final and permanent adjustment of this interest to the satisfaction of Great Britain herself.  The negotiation, repeatedly suspended by accidental circumstances, was, however, by mutual agreement and express assent, considered as pending and to be speedily resumed.  In the mean time another act of Parliament, so doubtful and ambiguous in its import as to have been misunderstood by the officers in the colonies who were to carry it into execution, opens again certain colonial ports upon new conditions and terms, with a threat to close them against any nation which may not accept those terms as prescribed by the British Government.",,,35,38,
361,"Both Governments being instituted for the common good, we can not fail to prosper while those who made them are attentive to the conduct of their representatives and control their measures.  In the pursuit of these great objects let a generous spirit and national views and feelings be indulged, and let every part recollect that by cherishing that spirit and improving the condition of the others in what relates to their welfare the general interest will not only be promoted, but the local advantage be reciprocated by all.  I can not conclude this communication, the last of the kind which I shall have to make, without recollecting with great sensibility and heart felt gratitude the many instances of the public confidence and the generous support which I have received from my fellow citizens in the various trusts with which I have been honored.","But if we take into account the lives of those benefactors of man-kind of which their services in the cause of their species were the purchase, how shall the cost of those heroic enterprises be estimated, and what compensation can be made to them or to their countries for them?  Is it not by bearing them in affectionate remembrance?  Is it not still more by imitating their example�""by enabling country-men of our own to pursue the same career and to hazard their lives in the same cause?",,,36,37,
362,"With both parties we had abundant cause of war, but we had no alternative but to resist that which was most powerful at sea and pressed us nearest at home.  With this all differences were settled by a treaty, founded on conditions fair and honorable to both, and which has been so far executed with perfect good faith.  It has been earnestly hoped that the other would of its own accord, and from a sentiment of justice and conciliation, make to our citizens the indemnity to which they are entitled, and thereby remove from our relations any just cause of discontent on our side.","The multiplication of our relations with the nations and Governments of the Old World has kept pace with that of our population and commerce, while within the last ten years a new family of nations in our own hemisphere has arisen among the inhabitants of the earth, with whom our intercourse, commercial and political, would of itself furnish occupation to an active and industrious department.  The constitution of the judiciary, experimental and imperfect as it was even in the infancy of our existing Government, is yet more inadequate to the administration of national justice at our present maturity.  Nine years have elapsed since a predecessor in this office, now not the last, the citizen who, perhaps, of all others throughout the Union contributed most to the formation and establishment of our Constitution, in his valedictory address to Congress, immediately preceding his retirement from public life, urgently recommended the revision of the judiciary and the establishment of an additional executive department.",,,36,37,
363,"To every kind of danger we should pay the most vigilant and unceasing attention, remove the cause where it may be practicable, and be prepared to meet it when inevitable.  Against foreign danger the policy of the Government seems to be already settled.  The events of the late war admonished us to make our maritime frontier impregnable by a well-digested chain of fortifications, and to give efficient protection to our commerce by augmenting our Navy to a certain extent, which has been steadily pursued, and which it is incumbent upon us to complete as soon as circumstances will permit.","While foreign nations less blessed with that freedom which is power than ourselves are advancing with gigantic strides in the career of public improvement, were we to slumber in indolence or fold up our arms and proclaim to the world that we are palsied by the will of our constituents, would it not be to cast away the bounties of Providence and doom ourselves to perpetual inferiority?  In the course of the year now drawing to its close we have beheld, under the auspices and at the expense of one State of this Union, a new university unfolding its portals to the sons of science and holding up the torch of human improvement to eyes that seek the light.  We have seen under the persevering and enlightened enterprise of another State the waters of our Western lakes mingle with those of the ocean.",,,36,37,
364,"The revenue of the Post Office Department has received a considerable augmentation in the present year.  The current receipts will exceed the expenditures, although the transportation of the mail within the year has been much increased.  A report of the Post Master General, which is transmitted, will furnish in detail the necessary information respecting the administration and present state of this Department.","The legislative representation of the States and people in the two Houses of Congress has grown with the growth of their constituent bodies.  The House, which then consisted of 65 members, now numbers upward of 200.  The Senate, which consisted of 26 members, has now 48.",,,36,37,
365,"A negotiation for a like treaty would have been commenced with Buenos Ayres had it not been prevented by the indisposition and lamented decease of Mr. Rodney, our minister there, and to whose memory the most respectful attention has been shewn by the Government of that Republic.  An advantageous alteration in our treaty with Tunis has been obtained by our consular agent residing there, the official document of which when received will be laid before the Senate.  The attention of the Government has been drawn with great solicitude to other subjects, and particularly to that relating to a state of maritime war, involving the relative rights of neutral and belligerent in such wars.","Roads and canals, by multiplying and facilitating the communications and intercourse between distant regions and multitudes of men, are among the most important means of improvement.  But moral, political, intellectual improvement are duties assigned by the Author of Our Existence to social no less than to individual man.  For the fulfillment of those duties governments are invested with power, and to the attainment of the end�""the progressive improvement of the condition of the governed�""the exercise of delegated powers is a duty as sacred and indispensable as the usurpation of powers not granted is criminal and odious.",,,36,37,
366,"The gradual increase of the Navy was the principle of which the act of April 29th, 1816, was the first development.  It was the introduction of a system to act upon the character and history of our country for an indefinite series of ages.  It was a declaration of that Congress to their constituents and to posterity that it was the destiny and the duty of these confederated States to become in regular process of time and by no petty advances a great naval power.","Since his return to Lisbon a revolution in Brazil has established a new Government there with an imperial title, at the head of which is placed a prince, in whom the regency had been vested by the King at the time of his departure.  There is reason to expect that by amicable negotiation the independence of Brazil will ere long be recognized by Portugal herself.  With the remaining powers of Europe, with those on the coast of Barbary, and with all the new South American States our relations are of a friendly character.",,,38,36,
367,"Our relations of commerce and navigation with France are, by the operation of the convention of June 24th, 1822, with that nation, in a state of gradual and progressive improvement.  Convinced by all our experience, no less than by the principles of fair and liberal reciprocity which the United States have constantly tendered to all the nations of the earth as the rule of commercial intercourse which they would universally prefer, that fair and equal competition is most conducive to the interests of both parties, the United States in the negotiation of that convention earnestly contended for a mutual renunciation of discriminating duties and charges in the ports of the two countries.  Unable to obtain the immediate recognition of this principle in its full extent, after reducing the duties of discrimination so far as was found attainable it was agreed that at the expiration of two years from October 1st, 1822, when the convention was to go into effect, unless a notice of six months on either side should be given to the other that the convention itself must terminate, those duties should be reduced one quarter, and that this reduction should be yearly repeated, until all discrimination should cease, while the convention itself should continue in force.","Of the great advantages resulting from the acquisition of the Territory in other respects too high an estimate can not be formed.  It is estimated that the receipts into the Treasury during the year 1825 will be sufficient to meet the disbursements of the year, including the sum of $10 millions, which is annually appropriated by the act of constituting the sinking fund to the payment of the principal and interest of the public debt.  The whole amount of the public debt on the first of January next may be estimated at $86 millions, inclusive of $2.5 millions of the loan authorized by the act of the 26th of May last.",,,38,36,
368,"During the same period contracts for additional transportation of the mail in stages for about 260,000 miles have been made, and for 70,000 miles annually on horse back. 714 new post offices have been established within the year, and the increase of revenue within the last three years, as well as the augmentation of the transportation by mail, is more than equal to the whole amount of receipts and of mail conveyance at the commencement of the present century, when the seat of the General Government was removed to this place.  When we reflect that the objects effected by the transportation of the mail are among the choicest comforts and enjoyments of social life, it is pleasing to observe that the dissemination of them to every corner of our country has out-stripped in their increase even the rapid march of our population.  By the treaties with France and Spain, respectively ceding Louisiana and the Floridas to the United States, provision was made for the security of land titles derived from the Governments of those nations.","May we not hope that these sentiments, winning on the hearts of their respective Governments, may lead to a more decisive result; that they may produce an accord among them to replace Greece on the ground which she formerly held, and to which her heroic exertions at this day so eminently entitle her?  With respect to the contest to which our neighbors are a party, it is evident that Spain as a power is scarcely felt in it.  These new States had completely achieved their independence before it was acknowledged by the United States, and they have since maintained it with little foreign pressure.",,,38,36,
369,"It may be proper to add that, from a difference of opinion between the late President of the United States and the Senate with regard to the construction of the act of Congress of March 2d, 1821, to reduce and fix the military peace establishment of the United States, it remains hitherto so far without execution that no colonel has been appointed to command one of the regiments of artillery.  A supplementary or explanatory act of the Legislature appears to be the only expedient practicable for removing the difficulty of this appointment.  In a period of profound peace the conduct of the mere military establishment forms but a very inconsiderable portion of the duties devolving upon the administration of the Department of War.",To give full effect to this policy great improvements will be indispensable.  Access to those works by every practicable communication should be made easy and in every direction.  The intercourse between every part of our Union should also be promoted and facilitated by the exercise of those powers which may comport with a faithful regard to the great principles of our Constitution.,,,38,36,
370,"Yet as the act of Congress of January 7th, 1824 has not expressly authorized the Executive authority to determine what shall be considered as a revival of discriminating duties by a foreign government to the disadvantage of the United States, and as the retaliatory measure on our part, however just and necessary, may tend rather to that conflict of legislation which we deprecate than to that concert to which we invite all commercial nations, as most conducive to their interest and our own, I have thought it more consistent with the spirit of our institutions to refer to the subject again to the paramount authority of the Legislature to decide what measure the emergency may require than abruptly by proclamation to carry into effect the minatory provisions of the act of 1824.  During the last session of Congress treaties of amity, navigation, and commerce were negotiated and signed at this place with the Government of Denmark, in Europe, and with the Federation of Central America, in this hemisphere.  These treaties then received the constitutional sanction of the Senate, by the advice and consent to their ratification.","Having commenced my service in early youth, and continued it since with few and short intervals, I have witnessed the great difficulties to which our Union has been surmounted.  From the present prosperous and happy state I derive a gratification which I can not express.  That these blessings may be preserved and perpetuated will be the object of my fervent and unceasing prayers to the Supreme Ruler of the Universe.",,,38,36,
371,"The season was too far advanced when the appropriation was made and the distance too great to permit it, but measures have been taken, and all the preparations will be completed to accomplish it at an early period in the next season.  Believing that the hostility of the tribes, particularly on the Upper Mississippi and the Lakes, is in no small degree owing to the wars which are carried on between the tribes residing in that quarter, measures have been taken to bring about a general peace among them, which, if successful, will not only tend to the security of our citizens, but be of great advantage to the Indians themselves.  With the exception of the tribes referred to, our relations with all the others are on the same friendly footing, and it affords me great satisfaction to add that they are making steady advances in civilization and the improvement of their condition.","The establishment of a naval academy, furnishing the means of theoretic instruction to the youths who devote their lives to the service of their country upon the ocean, still solicits the sanction of the Legislature.  Practical seamanship and the art of navigation may be acquired on the cruises of the squadrons which from time to time are dispatched to distant seas, but a competent knowledge even of the art of ship building, the higher mathematics, and astronomy; the literature which can place our officers on a level of polished education with the officers of other maritime nations; the knowledge of the laws, municipal and national, which in their intercourse with foreign states and their governments are continually called into operation, and, above all, that acquaintance with the principles of honor and justice, with the higher obligations of morals and of general laws, human and divine, which constitutes the great distinction between the warrior-patriot and the licensed robber and pirate�""these can be systematically taught and eminently acquired only in a permanent school, stationed upon the shore and provided with the teachers, the instruments, and the books conversant with and adapted to the communication of the principles of these respective sciences to the youthful and inquiring mind.  The report from the Post Master General exhibits the condition of that Department as highly satisfactory for the present and still more promising for the future.",,,36,39,
372,"From the progress made in that provided for by the 7th, according to a report recently received, there is good cause to presume that it will be settled in the course of the ensuing year.  It is a cause of serious regret that no arrangement has yet been finally concluded between the two Governments to secure by joint cooperation the suppression of the slave trade.  It was the object of the British Government in the early stages of the negotiation to adopt a plan for the suppression which should include the concession of the mutual right of search by the ships of war of each party of the vessels of the other for suspected offenders.","Of the lands sold, a considerable part were conveyed under extended credits, which in the vicissitudes and fluctuations in the value of lands and of their produce became oppressively burdensome to the purchasers.  It can never be the interest or the policy of the nation to wring from its own citizens the reasonable profits of their industry and enterprise by holding them to the rigorous import of disastrous engagements.  In March, 1821, a debt of $22,000,000, due by purchasers of the public lands, had accumulated, which they were unable to pay.",,,36,39,
373,"It need scarcely be remarked that the more extensively these corps are engaged in the improvement of their country, in the execution of the powers of Congress, and in aid of the States in such improvements as lie beyond that limit, when such aid is desired, the happier the effect will be in many views of which the subject is perceptible.  By profiting of their science the works will always be well executed, and by giving to the officers such employment our Union will derive all the advantage, in peace as well as in war, from their talents and services which they can afford.  In this mode, also, the military will be incorporated with the civil, and unfounded and injurious distinctions and prejudices of every kind be done away.","An act of Congress of March 2nd, 1821, came to their relief, and has been succeeded by others, the latest being the act of May 4th, 1826, the indulgent provisions of which expired on July 4th, 1827.  The effect of these laws has been to reduce the debt from the purchasers to a remaining balance of about $4,300,000 due, more than three fifths of which are for lands within the State of Alabama.  I recommend to Congress the revival and continuance for a further term of the beneficent accommodations to the public debtors of that statute, and submit to their consideration, in the same spirit of equity, the remission, under proper discriminations, of the forfeitures of partial payments on account of purchases of the public lands, so far as to allow of their application to other payments.",,,36,39,
